plate	well	tile	cycle	channel
1	r03c04	42	3	5
1	r03c04	43	3	1
1	r03c04	43	3	2
1	r03c04	43	3	3
1	r03c04	43	3	4
1	r03c04	43	3	5
1	r03c04	44	3	1
1	r03c04	44	3	2
1	r03c04	44	3	3
1	r03c04	44	3	4
1	r03c04	44	3	5
1	r03c04	45	3	1
1	r03c04	45	3	2
1	r03c04	45	3	3
1	r03c04	45	3	4
1	r03c04	45	3	5
1	r03c04	46	3	1
1	r03c04	46	3	2
1	r03c04	46	3	3
1	r03c04	46	3	4
1	r03c04	46	3	5
1	r03c04	47	3	1
1	r03c04	47	3	2
1	r03c04	47	3	3
1	r03c04	47	3	4
1	r03c04	47	3	5
1	r03c04	48	3	1
1	r03c04	48	3	2
1	r03c04	48	3	3
1	r03c04	48	3	4
1	r03c04	48	3	5
1	r03c04	49	3	1
1	r03c04	49	3	2
1	r03c04	49	3	3
1	r03c04	49	3	4
1	r03c04	49	3	5
1	r03c04	50	3	1
1	r03c04	50	3	2
1	r03c04	50	3	3
1	r03c04	50	3	4
1	r03c04	50	3	5
1	r03c04	51	3	1
1	r03c04	51	3	2
1	r03c04	51	3	3
1	r03c04	51	3	4
1	r03c04	51	3	5
1	r03c04	52	3	1
1	r03c04	52	3	2
1	r03c04	52	3	3
1	r03c04	52	3	4
1	r03c04	52	3	5
1	r03c04	53	3	1
1	r03c04	53	3	2
1	r03c04	53	3	3
1	r03c04	53	3	4
1	r03c04	53	3	5
1	r03c04	54	3	1
1	r03c04	54	3	2
1	r03c04	54	3	3
1	r03c04	54	3	4
1	r03c04	54	3	5
1	r03c04	55	3	1
1	r03c04	55	3	2
1	r03c04	55	3	3
1	r03c04	55	3	4
1	r03c04	55	3	5
1	r03c04	56	3	1
1	r03c04	56	3	2
1	r03c04	56	3	3
1	r03c04	56	3	4
1	r03c04	56	3	5
1	r03c04	57	3	1
1	r03c04	57	3	2
1	r03c04	57	3	3
1	r03c04	57	3	4
1	r03c04	57	3	5
1	r03c04	58	3	1
1	r03c04	58	3	2
1	r03c04	58	3	3
1	r03c04	58	3	4
1	r03c04	58	3	5
1	r03c04	59	3	1
1	r03c04	59	3	2
1	r03c04	59	3	3
1	r03c04	59	3	4
1	r03c04	59	3	5
1	r03c04	60	3	1
1	r03c04	60	3	2
1	r03c04	60	3	3
1	r03c04	60	3	4
1	r03c04	60	3	5
1	r03c04	61	3	1
1	r03c04	61	3	2
1	r03c04	61	3	3
1	r03c04	61	3	4
1	r03c04	61	3	5
1	r03c04	62	3	1
1	r03c04	62	3	2
1	r03c04	62	3	3
1	r03c04	62	3	4
1	r03c04	62	3	5
1	r03c04	63	3	1
1	r03c04	63	3	2
1	r03c04	63	3	3
1	r03c04	63	3	4
1	r03c04	63	3	5
1	r03c04	64	3	1
1	r03c04	64	3	2
1	r03c04	64	3	3
1	r03c04	64	3	4
1	r03c04	64	3	5
1	r03c04	1	4	1
1	r03c04	1	4	2
1	r03c04	1	4	3
1	r03c04	1	4	4
1	r03c04	1	4	5
1	r03c04	2	4	1
1	r03c04	2	4	2
1	r03c04	2	4	3
1	r03c04	2	4	4
1	r03c04	2	4	5
1	r03c04	3	4	1
1	r03c04	3	4	2
1	r03c04	3	4	3
1	r03c04	3	4	4
1	r03c04	3	4	5
1	r03c04	4	4	1
1	r03c04	4	4	2
1	r03c04	4	4	3
1	r03c04	4	4	4
1	r03c04	4	4	5
1	r03c04	6	4	1
1	r03c04	6	4	2
1	r03c04	6	4	3
1	r03c04	6	4	4
1	r03c04	6	4	5
1	r03c04	7	4	1
1	r03c04	7	4	2
1	r03c04	7	4	3
1	r03c04	7	4	4
1	r03c04	7	4	5
1	r03c04	8	4	1
1	r03c04	8	4	2
1	r03c04	8	4	3
1	r03c04	8	4	4
1	r03c04	8	4	5
1	r03c04	9	4	1
1	r03c04	9	4	2
1	r03c04	9	4	3
1	r03c04	9	4	4
1	r03c04	9	4	5
1	r03c04	10	4	1
1	r03c04	10	4	2
1	r03c04	10	4	3
1	r03c04	10	4	4
1	r03c04	10	4	5
1	r03c04	11	4	1
1	r03c04	11	4	2
1	r03c04	11	4	3
1	r03c04	11	4	4
1	r03c04	11	4	5
1	r03c04	12	4	1
1	r03c04	12	4	2
1	r03c04	12	4	3
1	r03c04	12	4	4
1	r03c04	12	4	5
1	r03c04	13	4	1
1	r03c04	13	4	2
1	r03c04	13	4	3
1	r03c04	13	4	4
1	r03c04	13	4	5
1	r03c04	14	4	1
1	r03c04	14	4	2
1	r03c04	14	4	3
1	r03c04	14	4	4
1	r03c04	14	4	5
1	r03c04	15	4	1
1	r03c04	15	4	2
1	r03c04	15	4	3
1	r03c04	15	4	4
1	r03c04	15	4	5
1	r03c04	16	4	1
1	r03c04	16	4	2
1	r03c04	16	4	3
1	r03c04	16	4	4
1	r03c04	16	4	5
1	r03c04	17	4	1
1	r03c04	17	4	2
1	r03c04	17	4	3
1	r03c04	17	4	4
1	r03c04	17	4	5
1	r03c04	18	4	1
1	r03c04	18	4	2
1	r03c04	18	4	3
1	r03c04	18	4	4
1	r03c04	18	4	5
1	r03c04	19	4	1
1	r03c04	19	4	2
1	r03c04	19	4	3
1	r03c04	19	4	4
1	r03c04	19	4	5
1	r03c04	20	4	1
1	r03c04	20	4	2
1	r03c04	20	4	3
1	r03c04	20	4	4
1	r03c04	20	4	5
1	r03c04	21	4	1
1	r03c04	21	4	2
1	r03c04	21	4	3
1	r03c04	21	4	4
1	r03c04	21	4	5
1	r03c04	22	4	1
1	r03c04	22	4	2
1	r03c04	22	4	3
1	r03c04	22	4	4
1	r03c04	22	4	5
1	r03c04	23	4	1
1	r03c04	23	4	2
1	r03c04	23	4	3
1	r03c04	23	4	4
1	r03c04	23	4	5
1	r03c04	24	4	1
1	r03c04	24	4	2
1	r03c04	24	4	3
1	r03c04	24	4	4
1	r03c04	24	4	5
1	r03c04	25	4	1
1	r03c04	25	4	2
1	r03c04	25	4	3
1	r03c04	25	4	4
1	r03c04	25	4	5
1	r03c04	26	4	1
1	r03c04	26	4	2
1	r03c04	26	4	3
1	r03c04	26	4	4
1	r03c04	26	4	5
1	r03c04	27	4	1
1	r03c04	27	4	2
1	r03c04	27	4	3
1	r03c04	27	4	4
1	r03c04	27	4	5
1	r03c04	28	4	1
1	r03c04	28	4	2
1	r03c04	28	4	3
1	r03c04	28	4	4
1	r03c04	28	4	5
1	r03c04	29	4	1
1	r03c04	29	4	2
1	r03c04	29	4	3
1	r03c04	29	4	4
1	r03c04	29	4	5
1	r03c04	30	4	1
1	r03c04	30	4	2
1	r03c04	30	4	3
1	r03c04	30	4	4
1	r03c04	30	4	5
1	r03c04	31	4	1
1	r03c04	31	4	2
1	r03c04	31	4	3
1	r03c04	31	4	4
1	r03c04	31	4	5
1	r03c04	32	4	1
1	r03c04	32	4	2
1	r03c04	32	4	3
1	r03c04	32	4	4
1	r03c04	32	4	5
1	r03c04	33	4	1
1	r03c04	33	4	2
1	r03c04	33	4	3
1	r03c04	33	4	4
1	r03c04	33	4	5
1	r03c04	34	4	1
1	r03c04	34	4	2
1	r03c04	34	4	3
1	r03c04	34	4	4
1	r03c04	34	4	5
1	r03c04	35	4	1
1	r03c04	35	4	2
1	r03c04	35	4	3
1	r03c04	35	4	4
1	r03c04	35	4	5
1	r03c04	36	4	1
1	r03c04	36	4	2
1	r03c04	36	4	3
1	r03c04	36	4	4
1	r03c04	36	4	5
1	r03c04	37	4	1
1	r03c04	37	4	2
1	r03c04	37	4	3
1	r03c04	37	4	4
1	r03c04	37	4	5
1	r03c04	38	4	1
1	r03c04	38	4	2
1	r03c04	38	4	3
1	r03c04	38	4	4
1	r03c04	38	4	5
1	r03c04	39	4	1
1	r03c04	39	4	2
1	r03c04	39	4	3
1	r03c04	39	4	4
1	r03c04	39	4	5
1	r03c04	40	4	1
1	r03c04	40	4	2
1	r03c04	40	4	3
1	r03c04	40	4	4
1	r03c04	40	4	5
1	r03c04	41	4	1
1	r03c04	41	4	2
1	r03c04	41	4	3
1	r03c04	41	4	4
1	r03c04	41	4	5
1	r03c04	42	4	1
1	r03c04	42	4	2
1	r03c04	42	4	3
1	r03c04	42	4	4
1	r03c04	42	4	5
1	r03c04	43	4	1
1	r03c04	43	4	2
1	r03c04	43	4	3
1	r03c04	43	4	4
1	r03c04	43	4	5
1	r03c04	44	4	1
1	r03c04	44	4	2
1	r03c04	44	4	3
1	r03c04	44	4	4
1	r03c04	44	4	5
1	r03c04	45	4	1
1	r03c04	45	4	2
1	r03c04	45	4	3
1	r03c04	45	4	4
1	r03c04	45	4	5
1	r03c04	46	4	1
1	r03c04	46	4	2
1	r03c04	46	4	3
1	r03c04	46	4	4
1	r03c04	46	4	5
1	r03c04	47	4	1
1	r03c04	47	4	2
1	r03c04	47	4	3
1	r03c04	47	4	4
1	r03c04	47	4	5
1	r03c04	48	4	1
1	r03c04	48	4	2
1	r03c04	48	4	3
1	r03c04	48	4	4
1	r03c04	48	4	5
1	r03c04	49	4	1
1	r03c04	49	4	2
1	r03c04	49	4	3
1	r03c04	49	4	4
1	r03c04	49	4	5
1	r03c04	50	4	1
1	r03c04	50	4	2
1	r03c04	50	4	3
1	r03c04	50	4	4
1	r03c04	50	4	5
1	r03c04	51	4	1
1	r03c04	51	4	2
1	r03c04	51	4	3
1	r03c04	51	4	4
1	r03c04	51	4	5
1	r03c04	52	4	1
1	r03c04	52	4	2
1	r03c04	52	4	3
1	r03c04	52	4	4
1	r03c04	52	4	5
1	r03c04	53	4	1
1	r03c04	53	4	2
1	r03c04	53	4	3
1	r03c04	53	4	4
1	r03c04	53	4	5
1	r03c04	54	4	1
1	r03c04	54	4	2
1	r03c04	54	4	3
1	r03c04	54	4	4
1	r03c04	54	4	5
1	r03c04	55	4	1
1	r03c04	55	4	2
1	r03c04	55	4	3
1	r03c04	55	4	4
1	r03c04	55	4	5
1	r03c04	56	4	1
1	r03c04	56	4	2
1	r03c04	56	4	3
1	r03c04	56	4	4
1	r03c04	56	4	5
1	r03c04	57	4	1
1	r03c04	57	4	2
1	r03c04	57	4	3
1	r03c04	57	4	4
1	r03c04	57	4	5
1	r03c04	58	4	1
1	r03c04	58	4	2
1	r03c04	58	4	3
1	r03c04	58	4	4
1	r03c04	58	4	5
1	r03c04	59	4	1
1	r03c04	59	4	2
1	r03c04	59	4	3
1	r03c04	59	4	4
1	r03c04	59	4	5
1	r03c04	60	4	1
1	r03c04	60	4	2
1	r03c04	60	4	3
1	r03c04	60	4	4
1	r03c04	60	4	5
1	r03c04	61	4	1
1	r03c04	61	4	2
1	r03c04	61	4	3
1	r03c04	61	4	4
1	r03c04	61	4	5
1	r03c04	62	4	1
1	r03c04	62	4	2
1	r03c04	62	4	3
1	r03c04	62	4	4
1	r03c04	62	4	5
1	r03c04	63	4	1
1	r03c04	63	4	2
1	r03c04	63	4	3
1	r03c04	63	4	4
1	r03c04	63	4	5
1	r03c04	64	4	1
1	r03c04	64	4	2
1	r03c04	64	4	3
1	r03c04	64	4	4
1	r03c04	64	4	5
1	r03c04	1	5	1
1	r03c04	1	5	2
1	r03c04	1	5	3
1	r03c04	1	5	4
1	r03c04	1	5	5
1	r03c04	2	5	1
1	r03c04	2	5	2
1	r03c04	2	5	3
1	r03c04	2	5	4
1	r03c04	2	5	5
1	r03c04	3	5	1
1	r03c04	3	5	2
1	r03c04	3	5	3
1	r03c04	3	5	4
1	r03c04	3	5	5
1	r03c04	4	5	1
1	r03c04	4	5	2
1	r03c04	4	5	3
1	r03c04	4	5	4
1	r03c04	4	5	5
1	r03c04	6	5	1
1	r03c04	6	5	2
1	r03c04	6	5	3
1	r03c04	6	5	4
1	r03c04	6	5	5
1	r03c04	7	5	1
1	r03c04	7	5	2
1	r03c04	7	5	3
1	r03c04	7	5	4
1	r03c04	7	5	5
1	r03c04	8	5	1
1	r03c04	8	5	2
1	r03c04	8	5	3
1	r03c04	8	5	4
1	r03c04	8	5	5
1	r03c04	9	5	1
1	r03c04	9	5	2
1	r03c04	9	5	3
1	r03c04	9	5	4
1	r03c04	9	5	5
1	r03c04	10	5	1
1	r03c04	10	5	2
1	r03c04	10	5	3
1	r03c04	10	5	4
1	r03c04	10	5	5
1	r03c04	11	5	1
1	r03c04	11	5	2
1	r03c04	11	5	3
1	r03c04	11	5	4
1	r03c04	11	5	5
1	r03c04	12	5	1
1	r03c04	12	5	2
1	r03c04	12	5	3
1	r03c04	12	5	4
1	r03c04	12	5	5
1	r03c04	13	5	1
1	r03c04	13	5	2
1	r03c04	13	5	3
1	r03c04	13	5	4
1	r03c04	13	5	5
1	r03c04	14	5	1
1	r03c04	14	5	2
1	r03c04	14	5	3
1	r03c04	14	5	4
1	r03c04	14	5	5
1	r03c04	15	5	1
1	r03c04	15	5	2
1	r03c04	15	5	3
1	r03c04	15	5	4
1	r03c04	15	5	5
1	r03c04	16	5	1
1	r03c04	16	5	2
1	r03c04	16	5	3
1	r03c04	16	5	4
1	r03c04	16	5	5
1	r03c04	17	5	1
1	r03c04	17	5	2
1	r03c04	17	5	3
1	r03c04	17	5	4
1	r03c04	17	5	5
1	r03c04	18	5	1
1	r03c04	18	5	2
1	r03c04	18	5	3
1	r03c04	18	5	4
1	r03c04	18	5	5
1	r03c04	19	5	1
1	r03c04	19	5	2
1	r03c04	19	5	3
1	r03c04	19	5	4
1	r03c04	19	5	5
1	r03c04	20	5	1
1	r03c04	20	5	2
1	r03c04	20	5	3
1	r03c04	20	5	4
1	r03c04	20	5	5
1	r03c04	21	5	1
1	r03c04	21	5	2
1	r03c04	21	5	3
1	r03c04	21	5	4
1	r03c04	21	5	5
1	r03c04	22	5	1
1	r03c04	22	5	2
1	r03c04	22	5	3
1	r03c04	22	5	4
1	r03c04	22	5	5
1	r03c04	23	5	1
1	r03c04	23	5	2
1	r03c04	23	5	3
1	r03c04	23	5	4
1	r03c04	23	5	5
1	r03c04	24	5	1
1	r03c04	24	5	2
1	r03c04	24	5	3
1	r03c04	24	5	4
1	r03c04	24	5	5
1	r03c04	25	5	1
1	r03c04	25	5	2
1	r03c04	25	5	3
1	r03c04	25	5	4
1	r03c04	25	5	5
1	r03c04	26	5	1
1	r03c04	26	5	2
1	r03c04	26	5	3
1	r03c04	26	5	4
1	r03c04	26	5	5
1	r03c04	27	5	1
1	r03c04	27	5	2
1	r03c04	27	5	3
1	r03c04	27	5	4
1	r03c04	27	5	5
1	r03c04	28	5	1
1	r03c04	28	5	2
1	r03c04	28	5	3
1	r03c04	28	5	4
1	r03c04	28	5	5
1	r03c04	29	5	1
1	r03c04	29	5	2
1	r03c04	29	5	3
1	r03c04	29	5	4
1	r03c04	29	5	5
1	r03c04	30	5	1
1	r03c04	30	5	2
1	r03c04	30	5	3
1	r03c04	30	5	4
1	r03c04	30	5	5
1	r03c04	31	5	1
1	r03c04	31	5	2
1	r03c04	31	5	3
1	r03c04	31	5	4
1	r03c04	31	5	5
1	r03c04	32	5	1
1	r03c04	32	5	2
1	r03c04	32	5	3
1	r03c04	32	5	4
1	r03c04	32	5	5
1	r03c04	33	5	1
1	r03c04	33	5	2
1	r03c04	33	5	3
1	r03c04	33	5	4
1	r03c04	33	5	5
1	r03c04	34	5	1
1	r03c04	34	5	2
1	r03c04	34	5	3
1	r03c04	34	5	4
1	r03c04	34	5	5
1	r03c04	35	5	1
1	r03c04	35	5	2
1	r03c04	35	5	3
1	r03c04	35	5	4
1	r03c04	35	5	5
1	r03c04	36	5	1
1	r03c04	36	5	2
1	r03c04	36	5	3
1	r03c04	36	5	4
1	r03c04	36	5	5
1	r03c04	37	5	1
1	r03c04	37	5	2
1	r03c04	37	5	3
1	r03c04	37	5	4
1	r03c04	37	5	5
1	r03c04	38	5	1
1	r03c04	38	5	2
1	r03c04	38	5	3
1	r03c04	38	5	4
1	r03c04	38	5	5
1	r03c04	39	5	1
1	r03c04	39	5	2
1	r03c04	39	5	3
1	r03c04	39	5	4
1	r03c04	39	5	5
1	r03c04	40	5	1
1	r03c04	40	5	2
1	r03c04	40	5	3
1	r03c04	40	5	4
1	r03c04	40	5	5
1	r03c04	41	5	1
1	r03c04	41	5	2
1	r03c04	41	5	3
1	r03c04	41	5	4
1	r03c04	41	5	5
1	r03c04	42	5	1
1	r03c04	42	5	2
1	r03c04	42	5	3
1	r03c04	42	5	4
1	r03c04	42	5	5
1	r03c04	43	5	1
1	r03c04	43	5	2
1	r03c04	43	5	3
1	r03c04	43	5	4
1	r03c04	43	5	5
1	r03c04	44	5	1
1	r03c04	44	5	2
1	r03c04	44	5	3
1	r03c04	44	5	4
1	r03c04	44	5	5
1	r03c04	45	5	1
1	r03c04	45	5	2
1	r03c04	45	5	3
1	r03c04	45	5	4
1	r03c04	45	5	5
1	r03c04	46	5	1
1	r03c04	46	5	2
1	r03c04	46	5	3
1	r03c04	46	5	4
1	r03c04	46	5	5
1	r03c04	47	5	1
1	r03c04	47	5	2
1	r03c04	47	5	3
1	r03c04	47	5	4
1	r03c04	47	5	5
1	r03c04	48	5	1
1	r03c04	48	5	2
1	r03c04	48	5	3
1	r03c04	48	5	4
1	r03c04	48	5	5
1	r03c04	49	5	1
1	r03c04	49	5	2
1	r03c04	49	5	3
1	r03c04	49	5	4
1	r03c04	49	5	5
1	r03c04	50	5	1
1	r03c04	50	5	2
1	r03c04	50	5	3
1	r03c04	50	5	4
1	r03c04	50	5	5
1	r03c04	51	5	1
1	r03c04	51	5	2
1	r03c04	51	5	3
1	r03c04	51	5	4
1	r03c04	51	5	5
1	r03c04	52	5	1
1	r03c04	52	5	2
1	r03c04	52	5	3
1	r03c04	52	5	4
1	r03c04	52	5	5
1	r03c04	53	5	1
1	r03c04	53	5	2
1	r03c04	53	5	3
1	r03c04	53	5	4
1	r03c04	53	5	5
1	r03c04	54	5	1
1	r03c04	54	5	2
1	r03c04	54	5	3
1	r03c04	54	5	4
1	r03c04	54	5	5
1	r03c04	55	5	1
1	r03c04	55	5	2
1	r03c04	55	5	3
1	r03c04	55	5	4
1	r03c04	55	5	5
1	r03c04	56	5	1
1	r03c04	56	5	2
1	r03c04	56	5	3
1	r03c04	56	5	4
1	r03c04	56	5	5
1	r03c04	57	5	1
1	r03c04	57	5	2
1	r03c04	57	5	3
1	r03c04	57	5	4
1	r03c04	57	5	5
1	r03c04	58	5	1
1	r03c04	58	5	2
1	r03c04	58	5	3
1	r03c04	58	5	4
1	r03c04	58	5	5
1	r03c04	59	5	1
1	r03c04	59	5	2
1	r03c04	59	5	3
1	r03c04	59	5	4
1	r03c04	59	5	5
1	r03c04	60	5	1
1	r03c04	60	5	2
1	r03c04	60	5	3
1	r03c04	60	5	4
1	r03c04	60	5	5
1	r03c04	61	5	1
1	r03c04	61	5	2
1	r03c04	61	5	3
1	r03c04	61	5	4
1	r03c04	61	5	5
1	r03c04	62	5	1
1	r03c04	62	5	2
1	r03c04	62	5	3
1	r03c04	62	5	4
1	r03c04	62	5	5
1	r03c04	63	5	1
1	r03c04	63	5	2
1	r03c04	63	5	3
1	r03c04	63	5	4
1	r03c04	63	5	5
1	r03c04	64	5	1
1	r03c04	64	5	2
1	r03c04	64	5	3
1	r03c04	64	5	4
1	r03c04	64	5	5
1	r03c04	1	6	1
1	r03c04	1	6	2
1	r03c04	1	6	3
1	r03c04	1	6	4
1	r03c04	1	6	5
1	r03c04	2	6	1
1	r03c04	2	6	2
1	r03c04	2	6	3
1	r03c04	2	6	4
1	r03c04	2	6	5
1	r03c04	3	6	1
1	r03c04	3	6	2
1	r03c04	3	6	3
1	r03c04	3	6	4
1	r03c04	3	6	5
1	r03c04	4	6	1
1	r03c04	4	6	2
1	r03c04	4	6	3
1	r03c04	4	6	4
1	r03c04	4	6	5
1	r03c04	6	6	1
1	r03c04	6	6	2
1	r03c04	6	6	3
1	r03c04	6	6	4
1	r03c04	6	6	5
1	r03c04	7	6	1
1	r03c04	7	6	2
1	r03c04	7	6	3
1	r03c04	7	6	4
1	r03c04	7	6	5
1	r03c04	8	6	1
1	r03c04	8	6	2
1	r03c04	8	6	3
1	r03c04	8	6	4
1	r03c04	8	6	5
1	r03c04	9	6	1
1	r03c04	9	6	2
1	r03c04	9	6	3
1	r03c04	9	6	4
1	r03c04	9	6	5
1	r03c04	10	6	1
1	r03c04	10	6	2
1	r03c04	10	6	3
1	r03c04	10	6	4
1	r03c04	10	6	5
1	r03c04	11	6	1
1	r03c04	11	6	2
1	r03c04	11	6	3
1	r03c04	11	6	4
1	r03c04	11	6	5
1	r03c04	12	6	1
1	r03c04	12	6	2
1	r03c04	12	6	3
1	r03c04	12	6	4
1	r03c04	12	6	5
1	r03c04	13	6	1
1	r03c04	13	6	2
1	r03c04	13	6	3
1	r03c04	13	6	4
1	r03c04	13	6	5
1	r03c04	14	6	1
1	r03c04	14	6	2
1	r03c04	14	6	3
1	r03c04	14	6	4
1	r03c04	14	6	5
1	r03c04	15	6	1
1	r03c04	15	6	2
1	r03c04	15	6	3
1	r03c04	15	6	4
1	r03c04	15	6	5
1	r03c04	16	6	1
1	r03c04	16	6	2
1	r03c04	16	6	3
1	r03c04	16	6	4
1	r03c04	16	6	5
1	r03c04	17	6	1
1	r03c04	17	6	2
1	r03c04	17	6	3
1	r03c04	17	6	4
1	r03c04	17	6	5
1	r03c04	18	6	1
1	r03c04	18	6	2
1	r03c04	18	6	3
1	r03c04	18	6	4
1	r03c04	18	6	5
1	r03c04	19	6	1
1	r03c04	19	6	2
1	r03c04	19	6	3
1	r03c04	19	6	4
1	r03c04	19	6	5
1	r03c04	20	6	1
1	r03c04	20	6	2
1	r03c04	20	6	3
1	r03c04	20	6	4
1	r03c04	20	6	5
